idx,corruption,aann,corrupted_construction,diff
10409,no_article,an unsatisfying twenty blocks,unsatisfying twenty blocks,1.9298853874206543
10409,no_modifier,an unsatisfying twenty blocks,a twenty blocks,1.875319004058838
10409,no_numeral,an unsatisfying twenty blocks,an unsatisfying blocks,1.388075828552246
10411,order_swap,a lovely three meters,a three lovely meters,1.4484491348266602
10411,no_article,a lovely three meters,lovely three meters,2.4069385528564453
10411,no_modifier,a lovely three meters,a three meters,1.6434283256530762
10411,no_numeral,a lovely three meters,a lovely meters,1.2760438919067383
10412,order_swap,a lovely three feet,a three lovely feet,1.6248836517333984
10412,no_article,a lovely three feet,lovely three feet,2.379030704498291
10412,no_modifier,a lovely three feet,a three feet,0.6707468032836914
10412,no_numeral,a lovely three feet,a lovely feet,0.8860268592834473
10414,order_swap,a lovely three blocks,a three lovely blocks,1.4284563064575195
10414,no_article,a lovely three blocks,lovely three blocks,2.1204543113708496
10414,no_modifier,a lovely three blocks,a three blocks,1.466731071472168
10414,no_numeral,a lovely three blocks,a lovely blocks,1.3772921562194824
10420,order_swap,a lovely five steps,a five lovely steps,0.8659963607788086
10420,no_article,a lovely five steps,lovely five steps,2.1732711791992188
10420,no_modifier,a lovely five steps,a five steps,1.6029343605041504
10420,no_numeral,a lovely five steps,a lovely steps,0.1114816665649414
10421,order_swap,a lovely twenty meters,a twenty lovely meters,1.4352378845214844
10421,no_article,a lovely twenty meters,lovely twenty meters,1.9959931373596191
10421,no_modifier,a lovely twenty meters,a twenty meters,1.2794990539550781
10421,no_numeral,a lovely twenty meters,a lovely meters,0.9749174118041992
10433,order_swap,a beautiful five yards,a five beautiful yards,0.8182454109191895
10433,no_article,a beautiful five yards,beautiful five yards,2.3970108032226562
10433,no_modifier,a beautiful five yards,a five yards,0.017796993255615234
10433,no_numeral,a beautiful five yards,a beautiful yards,1.0557847023010254
10434,order_swap,a beautiful five blocks,a five beautiful blocks,0.7762861251831055
10434,no_article,a beautiful five blocks,beautiful five blocks,1.4407095909118652
10434,no_modifier,a beautiful five blocks,a five blocks,-0.5891847610473633
10434,no_numeral,a beautiful five blocks,a beautiful blocks,1.2859854698181152
10437,order_swap,a beautiful twenty feet,a twenty beautiful feet,1.9156379699707031
10437,no_article,a beautiful twenty feet,beautiful twenty feet,2.4104175567626953
10437,no_modifier,a beautiful twenty feet,a twenty feet,-0.19491291046142578
10437,no_numeral,a beautiful twenty feet,a beautiful feet,1.6105542182922363
10439,order_swap,a beautiful twenty blocks,a twenty beautiful blocks,1.0834236145019531
10439,no_article,a beautiful twenty blocks,beautiful twenty blocks,1.9114780426025373
10439,no_modifier,a beautiful twenty blocks,a twenty blocks,-0.93708038330078125
10439,no_numeral,a beautiful twenty blocks,a beautiful blocks,0.9013147354125977
10442,order_swap,an enchanting three feet,a three enchanting feet,0.8730058670043945
10442,no_article,an enchanting three feet,enchanting three feet,0.9348940849304199
10442,no_modifier,an enchanting three feet,a three feet,0.5542178153991699
10442,no_numeral,an enchanting three feet,an enchanting feet,0.625633716583252
10443,order_swap,an enchanting three yards,a three enchanting yards,0.999359130859375
10443,no_article,an enchanting three yards,enchanting three yards,0.952336311340332
10443,no_modifier,an enchanting three yards,a three yards,1.3711042404174805
10443,no_numeral,an enchanting three yards,an enchanting yards,1.1409053802490234
10446,order_swap,an enchanting five meters,a five enchanting meters,0.9949636459350586
10446,no_article,an enchanting five meters,enchanting five meters,1.1817784309387207
10446,no_modifier,an enchanting five meters,a five meters,1.48197603225708
10446,no_numeral,an enchanting five meters,an enchanting meters,1.4212698936462402
10449,order_swap,an enchanting five blocks,a five enchanting blocks,1.0282397270202637
10449,no_article,an enchanting five blocks,enchanting five blocks,1.1458725929260254
10449,no_modifier,an enchanting five blocks,a five blocks,1.3986015319824219
10449,no_numeral,an enchanting five blocks,an enchanting blocks,1.4404802322387695
10452,order_swap,an enchanting twenty feet,a twenty enchanting feet,0.91309356689453125
10452,no_article,an enchanting twenty feet,enchanting twenty feet,0.8835339546203613
10452,no_modifier,an enchanting twenty feet,a twenty feet,0.611361026763916
10452,no_numeral,an enchanting twenty feet,an enchanting feet,0.5986456871032715
10455,order_swap,an enchanting twenty steps,a twenty enchanting steps,0.575747013092041
10455,no_article,an enchanting twenty steps,enchanting twenty steps,0.9493327140808105
10455,no_modifier,an enchanting twenty steps,a twenty steps,1.8842029571533203
10455,no_numeral,an enchanting twenty steps,an enchanting steps,0.3459348678588867
10456,order_swap,a soothing three meters,a three soothing meters,1.1720852851867676
10456,no_article,a soothing three meters,soothing three meters,1.5566329956054688
10456,no_modifier,a soothing three meters,a three meters,0.9862523078918457
10456,no_numeral,a soothing three meters,a soothing meters,1.632535457611084
10462,order_swap,a soothing five feet,a five soothing feet,1.3669013977050781
10462,no_article,a soothing five feet,soothing five feet,1.691317081451416
10462,no_modifier,a soothing five feet,a five feet,0.3557744026184082
10462,no_numeral,a soothing five feet,a soothing feet,1.5289969444274902
10465,order_swap,a soothing five steps,a five soothing steps,0.9700884819030762
10465,no_article,a soothing five steps,soothing five steps,1.438218593597412
10465,no_modifier,a soothing five steps,a five steps,1.5939140319824219
10465,no_numeral,a soothing five steps,a soothing steps,1.4815268516540527
10467,order_swap,a soothing twenty feet,a twenty soothing feet,1.4379081726074219
10467,no_article,a soothing twenty feet,soothing twenty feet,1.2701959609985352
10467,no_modifier,a soothing twenty feet,a twenty feet,-0.026680946350097656
10467,no_numeral,a soothing twenty feet,a soothing feet,1.3051786422729492
10473,order_swap,a charming three yards,a three charming yards,1.5679588317871094
10473,no_article,a charming three yards,charming three yards,1.7729997634887695
10473,no_modifier,a charming three yards,a three yards,0.8386893272399902
10473,no_numeral,a charming three yards,a charming yards,1.5747051239013672
10477,order_swap,a charming five feet,a five charming feet,1.810666561126709
10477,no_article,a charming five feet,charming five feet,1.8778595924377441
10477,no_modifier,a charming five feet,a five feet,0.6751031875610352
10477,no_numeral,a charming five feet,a charming feet,1.1676545143127441
10482,order_swap,a charming twenty feet,a twenty charming feet,1.990309238433838
10482,no_article,a charming twenty feet,charming twenty feet,1.9619121551513672
10482,no_modifier,a charming twenty feet,a twenty feet,0.5430121421813965
10482,no_numeral,a charming twenty feet,a charming feet,1.1942071914672852
10483,order_swap,a charming twenty yards,a twenty charming yards,1.9015874862670898
10483,no_article,a charming twenty yards,charming twenty yards,1.6543593406677246
10483,no_modifier,a charming twenty yards,a twenty yards,1.166151523590088
10483,no_numeral,a charming twenty yards,a charming yards,1.6588168144226074
10484,order_swap,a charming twenty blocks,a twenty charming blocks,1.8674731254577637
10484,no_article,a charming twenty blocks,charming twenty blocks,1.6109371185302734
10484,no_modifier,a charming twenty blocks,a twenty blocks,0.5761771202087402
10484,no_numeral,a charming twenty blocks,a charming blocks,1.4429030418395996
10486,order_swap,a disgusting three meters,a three disgusting meters,0.7531919479370117
10486,no_article,a disgusting three meters,disgusting three meters,0.9954824447631836
10486,no_modifier,a disgusting three meters,a three meters,2.730099678039551
10486,no_numeral,a disgusting three meters,a disgusting meters,0.8139834403991699
10488,order_swap,a disgusting three yards,a three disgusting yards,0.8331408500671387
10488,no_article,a disgusting three yards,disgusting three yards,1.1475930213928223
10488,no_modifier,a disgusting three yards,a three yards,2.5636448860168457
10488,no_numeral,a disgusting three yards,a disgusting yards,0.8463478088378906
10492,order_swap,a disgusting five feet,a five disgusting feet,0.9226648807525639
10492,no_article,a disgusting five feet,disgusting five feet,1.100209474563599
10492,no_modifier,a disgusting five feet,a five feet,1.9839169979095463
10492,no_numeral,a disgusting five feet,a disgusting feet,0.47376561164856
10506,order_swap,an uninviting five meters,a five uninviting meters,1.0257906913757324
10506,no_article,an uninviting five meters,uninviting five meters,1.771799087524414
10506,no_modifier,an uninviting five meters,a five meters,0.8634142875671387
10506,no_numeral,an uninviting five meters,an uninviting meters,1.5390515327453613
10509,order_swap,an uninviting five blocks,a five uninviting blocks,1.1749863624572754
10509,no_article,an uninviting five blocks,uninviting five blocks,1.7957062721252441
10509,no_modifier,an uninviting five blocks,a five blocks,1.278029441833496
10509,no_numeral,an uninviting five blocks,an uninviting blocks,1.7943167686462402
10511,order_swap,an uninviting twenty meters,a twenty uninviting meters,1.0666823387145996
10511,no_article,an uninviting twenty meters,uninviting twenty meters,1.5424761772155762
10511,no_modifier,an uninviting twenty meters,a twenty meters,1.082831859588623
10511,no_numeral,an uninviting twenty meters,an uninviting meters,1.417797565460205
10512,order_swap,an uninviting twenty feet,a twenty uninviting feet,1.2589054107666016
10512,no_article,an uninviting twenty feet,uninviting twenty feet,1.520946979522705
10512,no_modifier,an uninviting twenty feet,a twenty feet,0.23614263534545898
10512,no_numeral,an uninviting twenty feet,an uninviting feet,1.1860733032226562
10524,order_swap,a haunting five blocks,a five haunting blocks,1.4700202941894531
10524,no_article,a haunting five blocks,haunting five blocks,1.1306300163269043
10524,no_modifier,a haunting five blocks,a five blocks,1.6216950416564941
10524,no_numeral,a haunting five blocks,a haunting blocks,1.7934865951538086
10527,order_swap,a haunting twenty feet,a twenty haunting feet,1.65472412109375
10527,no_article,a haunting twenty feet,haunting twenty feet,1.0412907600402832
10527,no_modifier,a haunting twenty feet,a twenty feet,0.8736977577209473
10527,no_numeral,a haunting twenty feet,a haunting feet,1.049598217010498
10529,order_swap,a haunting twenty blocks,a twenty haunting blocks,2.091339588165283
10529,no_article,a haunting twenty blocks,haunting twenty blocks,1.018592357635498
10529,no_modifier,a haunting twenty blocks,a twenty blocks,1.6183419227600098
10529,no_numeral,a haunting twenty blocks,a haunting blocks,1.7533636093139648
10531,order_swap,a hideous three meters,a three hideous meters,1.851597785949707
10531,no_article,a hideous three meters,hideous three meters,1.6728630065917969
10531,no_modifier,a hideous three meters,a three meters,1.1765365600585938
10531,no_numeral,a hideous three meters,a hideous meters,1.1063604354858398
10535,order_swap,a hideous three steps,a three hideous steps,0.9414386749267578
10535,no_article,a hideous three steps,hideous three steps,1.6347508430480957
10535,no_modifier,a hideous three steps,a three steps,1.0683050155639648
10535,no_numeral,a hideous three steps,a hideous steps,0.33004093170166016
