sentence_idx,PREP,ADJ,PRON,VERB,sentence
6659999,as,bad,they,go,"Erm, but sole, we're looking at sole proprietor as well, there's some good things in that, I E they're cheap to set up, stuff like that, so they're not bad as they go, but, I suppose well I'll have to sell when I've got more money, I didn't get any replies today  not a single blooming one, I'm a bit cheesed off, so erm, I think I might ring back that one of the ones that I did get a reply from and say thank you."
6662837,as,long,they,need,"If I have 20,000 people or 1,000 and I have them write down all the emotions that they experience in an average week, and I give them as long as they need, and on one side they write empowering emotions, the other's disempowering, guess how many emotions they experience?"
6669114,than,more,you,think,"I may know more than you think, partner."
6678858,than,smarter,I,am,# Some other folks might be a little bit smarter than I am #
6686208,than,smarter,I,am,# Some other folks might be a little bit smarter than I am #
6690839,than,smarter,I,am,"# Now, some other folks might be a little bit smarter than I am #"
6704060,than,more,I,can,“That’s more than I can say.
6705380,than,more,you,do,because it weighs more than you do .
6706795,as,bad,they,seem,“Things are never as bad as they seem.
6710081,as,bad,it,looks,Nothing is ever so bad as it looks.”
6716190,as,crazy,it,is,yeah you say what you drive me crazy as it is .
6718624,than,more,I,can,"is more than I can bear, there is a way out--I can keep up till she"
6722415,as,awake,you,are,not as awake as you are .
6729606,than,taller,i,am,sometimes it is taller than i am .
6729613,than,taller,i,am,sometimes it is taller than i am .
6729617,than,taller,i,am,sometimes it is taller than i am .
6736518,as,complex,it,is,"that diagram, complex as it is, does not nearly represent the"
6736615,as,jane,it,can,And as you see it's as plain jane as it can be.
6738617,as,thoughtful,we,pray,"Sisters and brothers, we can recognize and acknowledge these blessings and give thanks for them in our prayers each day, but that does require us to be observant and then thoughtful as we pray."
6740014,as,monstrous,it,is,"But monstrous as it is, it is not childish, because it was"
6742251,as,frustrated,you,are,"I'm as frustrated as you are, but don't you think this is a Democrat problem?"
6742506,as,such,they,stand,"betterment; but such as they stand, and have always stood, alone."
6743361,as,evil,I,am,You are as evil as I am.
6744873,as,long,it,can,that's as long as it can go .
6745654,as,deep,I,am,Haldeman and Ehrlichman are in it justas deep as I am.
6751287,as,artificial,it,is,"imperfect and artificial as it is, cannot easily be replaced in the"
6759989,than,more,you,know,"Yes, more than you know."
6763182,as,critical,we,are,"Cos I mean they won't be as, as hyper-critical as we are."
6763374,as,close,we,can,And it's not really -- but as close as we can do.
6771285,than,different,he,is,You're no different than he is.
6780850,as,much,I,am,Well Shrimpy's on twice as much as I am.
6801421,as,tall,we,are,"""Tall as she is and tall as we are,"" he whispered, as they threaded in"
6804986,as,puzzling,they,are,"these things, puzzling as they are, are better than nothing."
6813075,as,blind,they,go,"I know sa so if you get mine what, I told you about the blind as they go, don't  pull them up when they're wet."
6814819,as,much,I,could,(SOFTLY) As much as I could bear.
6816299,than,quicker,he,thinks,"Yes, he's quicker than he thinks."
6823025,as,ugly,your,are,But not as ugly as your are!
6826334,than,more,I,am,"it’s inside me, it’s more than I am, it’s a force that comes from"
6835723,than,greater,we,are,Areas were people are living to age 100 at rates up to ten times greater than we are.
6845678,than,more,you,know,I don't know any more than you know!
6850423,than,more,you,know,I don't know any more than you know!
6852642,than,knowmore,I,do,"You're his mum, so you shaII knowmore than I do."
6855410,than,more,you,are,"Maybe I am a little prejudiced, but no more than you are."
6860028,as,long,it,takes,I ́m running a full-page ad in every major newspaper every Sunday... for as long as it takes.
6863540,as,such,it,is,"With most of us, however, the material, such as it is, has been already"
6863697,than,more,they,consume,"they who produce more than they consume, that the world owes, or even"
6863841,as,long,it,takes,I ́m running a full-page ad in every major newspaper every Sunday... for as long as it takes.
6867965,as,keen,he,is,Almost as keen as he is.
6870276,as,easy,it,is,"Your job is easy as it is,  all you have to do is follow the plan."
6875227,as,strange,it,may,"clothed in purple and fine linen, and, strange as it may seem, succeeded"
6888227,as,enough,it,is,It's not monster enough as it is?
6892238,as,smart,she,is,"You're doctor, but not even as smart as she is."
6895165,than,more,you,think,"""It's going to upset more than you think, Soolsby."
6904500,than,More,you,can,More than you can imagine.
6906735,as,eternal,you,think,"If you don't stop pestering me, I'm never going to finish, in which case, your association with Q might not be quite as eternal as you think."
6906755,as,much,you,want,You take as much as you want.
6922695,than,bigger,I,am,Clearly this is bigger than I am.
6927464,than,better,they,could,So things aren't great but they're better than they could be.
6929090,as,awful,it,is,"As awful as it is, the consort tried to kill the Crown Prince."
6929629,than,more,they,do,"Well, you know more than they do."
6938319,than,more,you,think,I can do a lot more than you think.
6940726,THAN,OFTEN,WE,REALIZE,PROBABLY HAPPEN MORE OFTEN THAN WE REALIZE.
6950408,than,nicer,you,are,"He is much nicer than you are, or Aunt"
6956570,than,more,she,could,"was more than she could bear, and for the first time in her life the"
6959994,than,greater,I,can,"greater than I can bear!” He paused, and Marguerite, without turning"
6966618,than,smarter,they,are,I need to be smarter than they are.
6970987,as,monkish,we,might,"always as moral and monkish as we might be, we don’t want to be wicked"
6976684,than,important,you,know,- lt's more important than you know.
6977096,as,sturdy,she,blows,This boat's as sturdy as she blows.
6977225,as,naughty,you,please,"Oh, as naughty as you please, but"
6982666,as,Obvious,it,is,Obvious as it is.
6991624,as,bad,I,do,All I want to do is pound you so you can feel as bad as I do!
6992469,as,bad,I,do,All I wanna do is pound you so you can feel as bad as I do!
7003277,as,decisive,you,are,"I've never been as decisive as you are, Andrea."
7003683,than,younger,she,is,"Every year that passes, I'm younger than she is."
7023878,than,thrilled,I,sound,I'm far more thrilled than I sound.
7026181,than,more,I,take,I always try to give more than I take.
7031029,than,free,we,are,"Strangest of all to me, perhaps, was the fact that these people who lack all our comforts, all our science, all our civilization, seemed to me, yet happier and more free than we are."
7044971,as,weak,you,think,But I'm not as weak as you think.
7052148,as,old,I,am,"I'm longer with my prayers these days and my knees well, they are as old as I am."
7056175,as,low,it,is,Which would explain why the flash point is as low as it is.
7058695,as,curious,you,know,"“We are curious as you know,"
7068907,than,happier,we,are,No one's happier than we are.
7081449,as,polite,you,like,"and smilin', and he kind of give me half a bow, polite as you like,"
7081894,as,resonant,it,should,I just hope we don't pull too far  and it's still as sad and resonant as it should be.
7083084,as,right,I,am,I'm sort of all right as I am.
7085127,than,more,I,have,"It's more than I have, unless it was Smith, or"
7087308,as,right,I,am,I'm sort of all right as I am.
