sentence_idx,sentence
184126,truth vastly more significant than it may seem.
6590272,I don't think it's acceptable as it is.
7286591,You're no different than he is.
3906,You f-
4468547,- is more clever than we think.
7245636,The language of the numbers is as much as we need.
11472704,I'd be as angry and upset as you are.
11571012,Does that make you better than I am?
3913,I came to the united states
3914,Does anybody mind if I scream 'ere?
4345674,"Although the Egyptians were cruel to the Jewish people in Egypt, singing songs wasnt appropriate as they drown."
3918,'Cos I'd feel better for it - won't take long!
5934927,Well let me give you two tubes just in case you need to keep going for er longer than we might think.
3920,Fuck
8613716,Do you see maybe your kids are going to be smarter than you are?
3925,"Connors,"
3926,What's been happenin' to you?
3928,"Will you shut up, for God's sake?"
3935,What i am saying is that you are terminated.
3937,Yay!
10743652,I'm a little late as it is.
3941,Game time.
7810918,You're as young as you feel.
3943,Spencer?
3946,Where from?
3948,Johnny.
3723117,I think Trey Songz should be a lot bigger than he is.
3950,I'm gonna be sick
4444013,"""I'm as glad as I can be."
3952,"Fuckin' 'ell, what's 'appened to 'im?"
3954,I dunno
9736052,"Well, I am just as curious as you are."
3957,You have your book.
10325876,"Seals and kayaks don't normally go, so we have to be very careful as we approach."
3962,I dunno
3965,"You take that end, I'll take this end"
3966,"You know, if it wasn't for me,"
2813822,"particularly if he's had a go of fever, same as I have."
1724291,Stay still as you are.
3972,No.
470916,"I feel restless and anxious to be seeing, doing, and learning more than I am."
3974,Come on!
3975,After three
4403075,It will be better than you think.
3977,"One, two, three"
3978,You don't have to be at work tomorrow.
6270854,There are worse than I am.
487308,It is easier than you think.
6729606,sometimes it is taller than i am .
6729613,sometimes it is taller than i am .
3983,"I know, you told me"
3984,"Wait, don't move."
397199,"And when we sit, we must sit cross-legged as they do, with the right"
3986,"Hey, come on."
3987,I'm still wet
6729617,sometimes it is taller than i am .
3989,What did she mean?
1421206,"When I asked him what he saw in the dressing-room , after he brought out the ball , and looked sharply at him , he laughed , and said ` Only a mouse , ' as saucy as you please . ''"
1601429,I just hope Amanda doesn't feel as bad as I do.
3992,Fun?
7868310,"No one steps up to this Mulhare, insolent as ye are, and takes his food."
3994,Yeah.
3995,Are we goin'?
3996,My life is over.
3997,Fuck!
8089493,- Nearer than you think.
9637790,"Are you admitting I was right, you should've brought your cane, or saying I could be making this Emma situation worse than it is?"
4000,It's just beginning.
5935009,And the pits are still not clean as they should be.
9793438,"I mean, your situation is more common than you might think, but you haven't told me why you come to Brazil."
4003,What extraordinary friends you have.
4004,It's the chicago cubs.
4005,He's only got one sock on.
7081894,I just hope we don't pull too far  and it's still as sad and resonant as it should be.
4007,Shut up!
9637800,"- Well, speed sure looks more dangerous than it feels."
4012,It's the--It's--It's a statistic.
241581,"""I am laughing at those simpletons who believe in all the foolish things that are told them, and who allow themselves to be entrapped by those who are more cunning than they are."""
954284,You can make the knots as big or as small as you like.
9367469,"So, less'n you're dumber than I think, you'll throw in with us."
10465198,This is a strange film because thematically it is very bleak but it has an infectious gaiety which makes it much less grim than you would expect.
6549425,not as big as you are .
4019,"You're rather disgusting, aren't you?"
831411,"It was known afterward on the island as the Sparrows ' Year , and so , when you meet , as you doubtless sometimes do , grown-up people who puff and blow as if they thought themselves bigger than they are , very likely they belong to that year ."
3870643,"That, strange as it sounds, is actually an example of the earliest computers, because the earliest computers were what we call fixed-program computers, meaning that they had a piece of circuitry designed to do a specific computation."
143286,"The small men are cleverer than we are, so we will leave the decision to thee.” “How can you dispute about an old cap?” said the youth."
4616116,"Yeah, for him, that's as open as it gets."
6655926,You're faster than I am.
4025,"This 'as got nothin' to do with you, right?"
4027,No!
364475,"Wait my coming, O most infamous Bandar-log!” He panted up the terrace only to disappear to the head in a wave of monkeys, but he threw himself squarely on his haunches, and, spreading out his forepaws, hugged as many as he could hold, and then began to hit with a regular bat-bat-bat, like the flipping strokes of a paddle wheel."
2297788,You'll see that it isn't as evil and dangerous as you think.
4030,"Come on, in the car."
4032,Come on.
913345,"""Not as mad as I am."
1126336,"It is a rough life , Aunty , but a wholesome one if a fellow loves it as I do , and has an anchor to windward as I have ."
7434177,We still have a really good chance  to make things better than they are.
1634244,"Mon Dieu, those guys are bigger than you are?"
4037,Aren't people pathetic?
10760131,"Ok, guys, take as much as you want."
11521984,"We're just as surprised as you are, Lieutenant."
2731978,"I have had, for as long as I can remember, a testimony of Joseph Smith."
4045,Are you all right?
11202509,Don't make things harder than they are.
4049,Are you?
8482769,-Advise your mayor that he'd better not get too settled in that office of his because moving day is closer than he thinks.
4051,37 counts of grand theft auto.
4052,Yeah.
7868371,"You just reach in, cup your hands li ke that, bring the palms of your hands to the hooves, sharp as they are, and protect the mare, and...."
4403160,As ready as I can be.
4057,Yeah.
5418970,These men have been attacked by a technology more advanced and more terrible than you can imagine.
4059,That's the dumbest thing i've ever heard.
937948,"Late as it is , she will like some apples and cake and a Merry Christmas from the family . ''"
6541277,We already have robots that are faster and more accurate than we are.
10899416,They're not as good as we are.
11399133,You are far smarter than you look.
4066,I thought so.
4070,Yeah.
4071,"That's dumb, spencer barnes."
4074,I want to wet me feet in Albert Square.
8155115,I'll pay as much as you ask.
4078,"I don't like the sun,"
4079,Hep.
4080,I like it raining cats and dogs!
5656560,"However, the ranks are much more numerous as you can see."
8056819,Her being captured is as bad as it gets.
3280884,I'm just as sad as you are.
6615031,More than I can say.
4088,"I want to get back 'ome to rainy Manchester"""
4460537,"Now we don't have huge, we  we.. we've turned down our thing so that we don't get the kitchen sink, which is also off the mains, brrrr splattering everywhere, so that could explain why mine isn't as good as it could be, yes you're right ."
4090,I've got an 'ard-on.
4091,You tightass.
7417852,"Notice that by making v close enough to c, I can make the Lorentz contracted ladder as short as I want."
8433660,"I can't help but think what we're doing, as appropriate as it is, comes off a little conceptually bland."
4094,What are you...?
135167,"He, however, was unwilling, and said, “I am no common stable-ass, I am a noble one.” Then they said, “If that is what thou art, seat thyself with the men of war.” “No,” said he, “I will sit by the King.” The King smiled, and said good-humouredly, “Yes, it shall be as thou wilt, little ass, come here to me.” Then he asked, “Little ass, how does my daughter please thee?” The donkey turned his head towards her, looked at her, nodded and said, “I like her above measure, I have never yet seen anyone so beautiful as she is.” “Well, then, thou shalt sit next her too,” said the King."
