idx,sentence
1878,"For me, as intrigueing as the torus and ETs and free energy are, the most compelling question was:"
2670,"As difficult as it was for me,"
771,"As difficult as it may be for Americans to accept,"
1151,"As sick as it sounds, it makes sense, that they would be better positioned to succeed, in their quest for absolute control, if there are fewer of us to manage."
2763,"as quick as we find a way, to catch them they think of something else"
3088,As utopian as this can sound at first
1151,"As nice as it was otherwise ,"
3474,"Equal to all normal people, very embarrassed, what differeciated me from the entire family incredible as it may seem to you."
220,"""Mr. Finck's reading, wide as it is, is not wide"
102,"""Sweet Mother, I cannot weave my web, broken as I am"
2451,"As great as Barcelona are, as great as Real Madrid and"
315,"Abhinavagupta writes in his notes on the relevance of ideas related to Shiva and Yoga, by stating that ""people, occupied as they are with their own affairs, normally do nothing for others"", and Shiva and Yoga spirituality helps one look beyond, understand interconnectedness, and thus benefit both the individual and the world towards a more blissful state of existence."
1900,lithified as it were and constitute the strata of the psychozoic
3574,"trivial as it was in itself, yet was as enlightening as the white paper"
1130,remorseful as he stood and looked at her.
1178,"As basic as it gets, it's primarily three brain areas: the ventral tegmental area, the nucleus accumbens, and the prefrontal cortex."
3928,"As important as these may be,"
913,"Within a union as large, as diverse, as it is, the sectional conference has, in our case, helped allay many of these fears and concerns and our own clothing and textile industry is still as active as ever."
2307,"technique, divorced as it is from its purpose, its use or final"
2969,"of the exodus, universal as it is, there is an urge of elemental"
2441,"As good as Tohdoh is, if we don't know the overall situation..."
2908,"haunted, as the negroes said it was."
2546,"Unfinished though it was, the picture showed that;"
728,childish; Peter was as well aware of that as anybody could be.
2982,bewildered as he felt.
380,"I submit that, selfish as it all seems when I"
3353,happy as I could remember having been for years.
112,"Nivers; and their voices, deep bass as they were, sounded like Beverly's"
2493,"Young as they are, there"
3124,As good as you make me feel
3139,"Ungentle and unlovely as it was, it was the"
1332,"For, young as we were, the"
1712,"Child though I was, I felt"
2460,"From my perspective, it is to help parents of children with disabilities to not put their child in a box, but let them be all they can be, however little though that may be."
3349,"It is no wonder that, schooled by their events, young as we were, we put"
2322,Bad as that is it?
881,"Badly led though they were, they wrested the valley north of"
3162,"met his eyes with a full straight stare, trembling though I was, and I"
1056,"Cold though it was, I crawled stealthily out of my warm sleeping-bag and"
819,"Privacy or privacy as they seem to say these days, don't they, sometimes?"
889,"fanciful as you did, so as them charity ladies didn't smell a rat."
2183,"nevertheless, great though Sir John Tozer might be, the owner's"
523,"Weary though he was, he could not sleep"
2941,"And our faith is not in our creed, vital though that is, important though it is, it does matter what we believe, but even more important than that, and foundational to that, it matters who we believe!"
2690,"content as she was, as most of her friends were, as the newspapers"
1997,scarce as I always do when my creditors are after me.
2348,"surprise as she recognized him, and stepping forward, offered her hand."
2914,opinion as we are to ours.
3252,As bad as we are.
2830,"It's proper that we should be asking in the context of these proposals for  boundary changes, affected as they are by the decision of the er  first of all the French national assembly and now the French government to  make life difficult for the other member states as far as the  ratification of these proposals are concerned, it's right that we should be asking what is the position of the British government in relation to these matters."
